"","KeyCount","RebalanceActive","MaxFixedCache2BranchLength","RebalancingMode","Cache1Items","Cache2Items","Cache2ItemsGone","AvgTime"
"1",500,TRUE,8,"Light",49,363.25,205.5,5.5
"2",500,TRUE,8,"Heavy",33.25,385.5,126.5,4.5
"3",500,TRUE,8,"Mixed",46.25,387.75,193.75,5.5
"4",500,FALSE,8,"None",54,357.75,256.25,6.5
"5",500,TRUE,9,"Light",47.5,367,219.75,5.75
"6",500,TRUE,9,"Heavy",38.75,388.75,207.75,6
"7",500,TRUE,9,"Mixed",46,365,215.75,6
"8",500,FALSE,9,"None",54.25,328.75,228,6
"9",500,TRUE,10,"Light",40.75,386.5,131.25,4.5
"10",500,TRUE,10,"Heavy",34.5,390,88.75,3.75
"11",500,TRUE,10,"Mixed",37,379.25,121.25,4
"12",500,FALSE,10,"None",39.25,382,112.5,4.25
"13",500,TRUE,11,"Light",39.5,388.75,121,4
"14",500,TRUE,11,"Heavy",25,413.5,20,2.25
"15",500,TRUE,11,"Mixed",32,399.25,47,3
"16",500,FALSE,11,"None",31,398.5,65.25,3.25
"17",500,TRUE,12,"Light",27.75,409.5,25,2.5
"18",500,TRUE,12,"Heavy",28.5,404,28.5,3
"19",500,TRUE,12,"Mixed",26.75,409.5,21.75,2.5
"20",500,FALSE,12,"None",25.5,408.75,24.75,3
"21",500,TRUE,13,"Light",25.25,414.25,13.5,2.25
"22",500,TRUE,13,"Heavy",28.5,416.25,38.25,3
"23",500,TRUE,13,"Mixed",22.5,413.75,10.25,2
"24",500,FALSE,13,"None",23.75,414.75,10.5,2.25
"25",500,TRUE,14,"Light",27.5,407.25,47,3
"26",500,TRUE,14,"Heavy",21.5,416.25,0,2
"27",500,TRUE,14,"Mixed",21.5,418.25,0,2
"28",500,FALSE,14,"None",23,415.25,2.75,2
"29",500,TRUE,15,"Light",23.5,404.75,27.75,2.75
"30",500,TRUE,15,"Heavy",21.5,416.25,0,2
"31",500,TRUE,15,"Mixed",22,416.25,0.5,2.25
"32",500,FALSE,15,"None",16.75,413.5,2.25,2
"33",500,TRUE,16,"Light",21.75,418.75,1.5,1.75
"34",500,TRUE,16,"Heavy",22.25,415.25,0.75,2
"35",500,TRUE,16,"Mixed",22.5,415.25,0.25,2.25
"36",500,FALSE,16,"None",21.25,416.5,1,2
"37",500,TRUE,17,"Light",18.5,415.25,0.75,2
"38",500,TRUE,17,"Heavy",22.25,416.5,0.25,1.75
"39",500,TRUE,17,"Mixed",24,412.75,0.25,2.25
"40",500,FALSE,17,"None",21.75,415.25,0.5,2
"41",500,TRUE,8,"Light",61.25,341.25,423.5,9
"42",500,TRUE,8,"Heavy",47.25,363,263.75,6.5
"43",500,TRUE,8,"Mixed",54.25,364,284.5,7.25
"44",500,FALSE,8,"None",60.5,338.75,333,8
"45",500,TRUE,9,"Light",53.75,475.5,309,7.5
"46",500,TRUE,9,"Heavy",31.25,399,61.75,3
"47",500,TRUE,9,"Mixed",30.5,402.75,41.5,3
"48",500,FALSE,9,"None",50.25,344.5,227.75,6
"49",500,TRUE,10,"Light",36.75,391.25,69.5,3
"50",500,TRUE,10,"Heavy",25,410.25,26.25,2.5
"51",500,TRUE,10,"Mixed",26.25,408.25,30.75,2.75
"52",500,FALSE,10,"None",39.75,371.5,152.75,4.75
"53",500,TRUE,11,"Light",30.25,399.25,81.75,3.75
"54",500,TRUE,11,"Heavy",31.5,395.75,77.25,3.25
"55",500,TRUE,11,"Mixed",25.25,410.5,30.25,2.75
"56",500,FALSE,11,"None",31.75,394.5,76,3.5
"57",500,TRUE,12,"Light",31.75,394.25,76,3
"58",500,TRUE,12,"Heavy",21.25,419.5,1.25,2.25
"59",500,TRUE,12,"Mixed",27.5,409,25.25,3
"60",500,FALSE,12,"None",26.75,407.25,24.5,2.75
"61",500,TRUE,13,"Light",24.25,415.75,23.75,2.5
"62",500,TRUE,13,"Heavy",20.5,421,0.25,2.25
"63",500,TRUE,13,"Mixed",21.75,418.25,2.5,2.25
"64",500,FALSE,13,"None",24,414.75,10.75,2.5
"65",500,TRUE,14,"Light",25.75,408.75,38.25,3
"66",500,TRUE,14,"Heavy",20.25,420.25,0.25,2.25
"67",500,TRUE,14,"Mixed",20.75,420.75,0,2.25
"68",500,FALSE,14,"None",22.25,416,5.5,2.25
"69",500,TRUE,15,"Light",25,411.75,27.25,3
"70",500,TRUE,15,"Heavy",20.75,421,0,1.75
"71",500,TRUE,15,"Mixed",21.75,419.25,2,2.25
"72",500,FALSE,15,"None",21.75,418.5,4.25,2.25
"73",500,TRUE,16,"Light",20.75,420.75,0.25,1.75
"74",500,TRUE,16,"Heavy",19.25,417.25,1,1.75
"75",500,TRUE,16,"Mixed",25.75,408.75,0,2
"76",500,FALSE,16,"None",21.25,419.25,1,2.5
"77",500,TRUE,17,"Light",21.5,419,1,2.5
"78",500,TRUE,17,"Heavy",20,420.5,0,2.25
"79",500,TRUE,17,"Mixed",20,420.5,0,2.25
"80",500,FALSE,17,"None",20.5,419.5,0.5,2.25
"81",500,TRUE,8,"Light",66.75,297,448.75,9.5
"82",500,TRUE,8,"Heavy",51.5,366.25,217.5,6.25
"83",500,TRUE,8,"Mixed",50.75,345,247,6.25
"84",500,FALSE,8,"None",61.25,338.75,394.25,9
"85",500,TRUE,9,"Light",59.5,342.25,418.5,9.5
"86",500,TRUE,9,"Heavy",35.5,396,85.75,3.5
"87",500,TRUE,9,"Mixed",46.25,368,207,6
"88",500,FALSE,9,"None",42.75,370.5,267,6.5
"89",500,TRUE,10,"Light",40.25,370.5,166.75,4.75
"90",500,TRUE,10,"Heavy",38.5,380.75,117.75,4.25
"91",3000,TRUE,8,"Light",477,1621.25,9265.5,30.75
"92",3000,TRUE,8,"Heavy",554.25,1455.25,9685.25,31
"93",3000,TRUE,8,"Mixed",501.75,1325.25,10183.25,33.5
"94",3000,FALSE,8,"None",475.75,1493.25,9277.25,30.25
"95",3000,TRUE,9,"Light",394.5,1487.25,8093.5,26.75
"96",3000,TRUE,9,"Heavy",515.75,1558.5,8590.25,28
"97",3000,TRUE,9,"Mixed",489.25,1541.75,8834.5,28
"98",3000,FALSE,9,"None",440.5,1674.75,6468.25,21.75
"99",3000,TRUE,10,"Light",489.25,1567,7153.75,24
"100",3000,TRUE,10,"Heavy",357.25,1910.5,3962,15
"101",3000,TRUE,10,"Mixed",375.25,1931.25,5276.25,18.25
"102",3000,FALSE,10,"None",470.75,1740.75,5681.5,19
"103",3000,TRUE,11,"Light",422.25,1859,5935.75,19.75
"104",3000,TRUE,11,"Heavy",345.5,2017.25,2981.5,10.75
"105",3000,TRUE,11,"Mixed",450,1659.5,6327,21
"106",3000,FALSE,11,"None",455,1651.75,7012.75,23
"107",3000,TRUE,12,"Light",406.75,1714.75,5791.25,19.75
"108",3000,TRUE,12,"Heavy",229.25,2289,1449.75,8
"109",3000,TRUE,12,"Mixed",402.5,1888.5,4725.5,16
"110",3000,FALSE,12,"None",403.75,1739,6596.75,21.75
"111",3000,TRUE,13,"Light",402,1764.5,5047.75,17
"112",3000,TRUE,13,"Heavy",375.25,1934,5195,17.5
"113",3000,TRUE,13,"Mixed",356.5,1959.75,3651,12.75
"114",3000,FALSE,13,"None",327,2002.5,3496.75,12.5
"115",3000,TRUE,14,"Light",309.25,2072.75,2701,10
"116",3000,TRUE,14,"Heavy",273,2147.75,2176.75,8.25
"117",3000,TRUE,14,"Mixed",247.25,2188,1410,6.75
"118",3000,FALSE,14,"None",260.5,2046.25,2203,8.75
"119",3000,TRUE,15,"Light",197,2299.25,896.75,4.75
"120",3000,TRUE,15,"Heavy",188.5,2328.75,760.25,5.75
"121",3000,TRUE,15,"Mixed",266.25,2199.75,1638.75,7.25
"122",3000,FALSE,15,"None",245.75,2171,1738.25,7
"123",3000,TRUE,16,"Light",209.75,2293,1000.5,5.25
"124",3000,TRUE,16,"Heavy",215,2304.75,435.5,5.25
"125",3000,TRUE,16,"Mixed",190.25,2176.75,1589.75,6.75
"126",3000,FALSE,16,"None",286.5,2110.25,2527.25,10
"127",3000,TRUE,17,"Light",222,2255.25,1405.5,6.25
"128",3000,TRUE,17,"Heavy",205.25,2341.5,449,3.75
"129",3000,TRUE,17,"Mixed",288,2148.25,2611,10
"130",3000,FALSE,17,"None",212.75,2282.5,994,5
"131",3000,TRUE,8,"Light",553,1585.5,8561.5,26.5
"132",3000,TRUE,8,"Heavy",506,1534.25,10190.25,32.5
"133",3000,TRUE,8,"Mixed",410,1795.5,5134.5,18
"134",3000,FALSE,8,"None",497.25,1519.5,7992.25,26.5
"135",3000,TRUE,9,"Light",394,1799.5,4434,15.5
"136",3000,TRUE,9,"Heavy",601.75,1401.5,9969.75,31.5
"137",3000,TRUE,9,"Mixed",541,1411,8567.75,28.5
"138",3000,FALSE,9,"None",467.25,1537.75,9210.25,30.5
"139",3000,TRUE,10,"Light",434.5,1468,8011.25,26.75
"140",3000,TRUE,10,"Heavy",436.25,1444,8183.5,26.5
"141",3000,TRUE,10,"Mixed",461.5,1655,9069.75,29.75
"142",3000,FALSE,10,"None",454,1486,8616.25,29
"143",3000,TRUE,11,"Light",500.5,1618.75,5941.5,19.25
"144",3000,TRUE,11,"Heavy",483.25,1717.75,7473.75,23.75
"145",3000,TRUE,11,"Mixed",447.25,1745.75,6188.75,20.25
"146",3000,FALSE,11,"None",439,1758.75,6291.5,21.25
"147",3000,TRUE,12,"Light",363.25,1946.5,3644,13.25
"148",3000,TRUE,12,"Heavy",385.75,1916.5,4504.5,15.5
"149",3000,TRUE,12,"Mixed",352.25,1992.5,3021.25,11
"150",3000,FALSE,12,"None",290.75,2023.25,1868.25,7.75
"151",3000,TRUE,13,"Light",378.75,1935.5,3903,13.75
"152",3000,TRUE,13,"Heavy",397.5,1939.25,4739.75,16
"153",3000,TRUE,13,"Mixed",338.75,2001.75,3951.75,13.5
"154",3000,FALSE,13,"None",406.25,1885.5,4088.75,14.25
"155",3000,TRUE,14,"Light",286.25,2072.75,2125.75,8.5
"156",3000,TRUE,14,"Heavy",358,1993.25,4264.75,14.75
"157",3000,TRUE,14,"Mixed",299,2077.75,2516.25,9.25
"158",3000,FALSE,14,"None",313.5,2042,2398.5,9
"159",3000,TRUE,15,"Light",239.25,2243.75,1259.25,5.75
"160",3000,TRUE,15,"Heavy",127,2466.5,12.5,2.75
"161",3000,TRUE,15,"Mixed",156.75,2414.75,116,2.5
"162",3000,FALSE,15,"None",220,2275.75,1042.5,5.25
"163",3000,TRUE,16,"Light",171,2372.25,279.25,3.25
"164",3000,TRUE,16,"Heavy",140.75,2432.75,43,2.25
"165",3000,TRUE,16,"Mixed",141.5,2452.75,24.5,2.25
"166",3000,FALSE,16,"None",227.25,2253.75,1514.25,6.75
"167",3000,TRUE,17,"Light",251.75,2193,1823.75,7.25
"168",3000,TRUE,17,"Heavy",148.5,2430.5,147.75,3.25
"169",3000,TRUE,17,"Mixed",199,2310.5,831.25,5
"170",3000,FALSE,17,"None",206.25,2301.75,773.25,4.5
"171",3000,TRUE,8,"Light",596.25,1479.25,8811.25,28
"172",3000,TRUE,8,"Heavy",508,1721.25,7255.25,23.5
"173",3000,TRUE,8,"Mixed",501.25,1540.75,9939.5,31
"174",3000,FALSE,8,"None",520,1520.5,8658.5,27.75
"175",3000,TRUE,9,"Light",573,1511.5,9092.25,28.75
"176",3000,TRUE,9,"Heavy",461.75,1665,4751.25,15.75
"177",3000,TRUE,9,"Mixed",532.75,1501,8597.75,28.25
"178",3000,FALSE,9,"None",340.5,1823.75,4545,15.5
"179",3000,TRUE,10,"Light",517,1654,7059.25,22.25
"180",3000,TRUE,10,"Heavy",375,1840,6246.25,21.75
"181",3000,TRUE,10,"Mixed",411.75,1795,4862,16.25
"182",3000,FALSE,10,"None",411.25,1820,5528.5,17.75
"183",3000,TRUE,11,"Light",268.5,1866.5,3980,13.75
"184",3000,TRUE,11,"Heavy",281,2066,2162.75,9.25
"185",3000,TRUE,11,"Mixed",394.25,1702,5342.5,18.25
"186",3000,FALSE,11,"None",388,1811,5307.5,18
"187",3000,TRUE,12,"Light",360,1959,2997.25,10.5
"188",3000,TRUE,12,"Heavy",385.5,1871.25,3812.5,14
"189",3000,TRUE,12,"Mixed",249.5,2211.5,1421.25,6.25
"190",3000,FALSE,12,"None",372,2002,3763.5,13
"191",3000,TRUE,13,"Light",345.25,2079.25,3007.25,11
"192",3000,TRUE,13,"Heavy",364.5,1980.75,3403.25,12
"193",3000,TRUE,13,"Mixed",381,1983.75,3356.5,12
"194",3000,FALSE,13,"None",308.25,2113.75,2526,9.25
"195",3000,TRUE,14,"Light",233.25,2282,1515,6.5
"196",3000,TRUE,14,"Heavy",187.5,2326.25,1144.5,7
"197",3000,TRUE,14,"Mixed",309.75,2070.25,2573.25,9.5
"198",3000,FALSE,14,"None",300,2089.25,2453.75,9.5
"199",3000,TRUE,15,"Light",214.75,2308.75,1072.75,5.25
"200",3000,TRUE,15,"Heavy",237.5,2264.75,1192,5.75
"201",3000,TRUE,15,"Mixed",216.75,2286,1095.75,5
"202",3000,FALSE,15,"None",255.25,2232.75,1978.5,7.75
"203",3000,TRUE,16,"Light",170.5,2384,576,4
"204",3000,TRUE,16,"Heavy",180.75,2379.75,104.5,4.25
"205",3000,TRUE,16,"Mixed",133.75,2484.5,82,2.5
"206",3000,FALSE,16,"None",177.75,2324.25,583.75,3.75
"207",3000,TRUE,17,"Light",198.75,2346.25,672.75,4
"208",3000,TRUE,17,"Heavy",116,2497.25,3,2.5
"209",3000,TRUE,17,"Mixed",146.25,2469,180.25,3.25
"210",3000,FALSE,17,"None",162.5,2326,756,4.5
"211",3000,TRUE,8,"Light",491.5,1319,9363.5,31.25
"212",3000,TRUE,8,"Heavy",571.75,1379,9427,30.5
"213",3000,TRUE,8,"Mixed",449.5,1544.5,7408.25,25
"214",3000,FALSE,8,"None",532.25,1288.75,10173.25,32.75
"215",3000,TRUE,9,"Light",513.25,1633.5,9072,29.5
"216",3000,TRUE,9,"Heavy",463.75,1562,9500.5,31.25
"217",3000,TRUE,9,"Mixed",439.75,1597.5,7375,24.25
"218",3000,FALSE,9,"None",550.25,1554.75,8755.25,28
"219",3000,TRUE,10,"Light",484.75,1516.75,7830.25,25.75
"220",3000,TRUE,10,"Heavy",514,1541.75,8245.75,26
"221",3000,TRUE,10,"Mixed",532.25,1517,8290.5,26.25
"222",3000,FALSE,10,"None",431.75,1740.5,6985.25,23
"223",3000,TRUE,11,"Light",439.75,1704.5,4576.25,15.5
"224",3000,TRUE,11,"Heavy",489,1607.5,7776.5,25
"225",3000,TRUE,11,"Mixed",389.25,1705.75,4542.75,15.5
"226",3000,FALSE,11,"None",449.75,1693.25,7000,23.5
"227",3000,TRUE,12,"Light",398,1800,4614.5,15.5
"228",3000,TRUE,12,"Heavy",420.5,1815,5457.25,18
"229",3000,TRUE,12,"Mixed",404.5,1815.25,5601.25,19
"230",3000,FALSE,12,"None",443.75,1696.25,6083,20.25
"231",3000,TRUE,13,"Light",430.75,1718.25,5160,17
"232",3000,TRUE,13,"Heavy",337.5,1976.75,2997.75,11
"233",3000,TRUE,13,"Mixed",422.75,1738.5,5598.25,18.25
"234",3000,FALSE,13,"None",328.75,1968,3825,13.5
"235",3000,TRUE,14,"Light",412.25,1876,5091,17.25
"236",3000,TRUE,14,"Heavy",334.5,2038.25,3238.75,11.5
"237",3000,TRUE,14,"Mixed",272.5,2156.5,2263.25,8.75
"238",3000,FALSE,14,"None",262,2151.75,1671.5,7
"239",3000,TRUE,15,"Light",301.25,2112.5,2491.5,9.75
"240",3000,TRUE,15,"Heavy",279.5,2168,2242.75,8.75
"241",3000,TRUE,15,"Mixed",294.5,2105.75,2278,9.25
"242",3000,FALSE,15,"None",249.75,2195.5,1498.25,6.5
"243",3000,TRUE,16,"Light",259.25,2169.75,1984.5,7.75
"244",3000,TRUE,16,"Heavy",199.25,2267.75,901.25,5.5
"245",3000,TRUE,16,"Mixed",220,2273,1046.75,5.25
"246",3000,FALSE,16,"None",179.5,2340,619.75,4
"247",3000,TRUE,17,"Light",209.25,2303.25,1004.75,5.25
"248",3000,TRUE,17,"Heavy",293.5,2134.25,2690.5,10.25
"249",3000,TRUE,17,"Mixed",294.5,2121.5,2292,9
"250",3000,FALSE,17,"None",183.5,2338.75,767.25,4.25
"251",3000,TRUE,8,"Light",389.75,1708.25,5496,18
"252",3000,TRUE,8,"Heavy",472,1543,7473.5,24.5
"253",3000,TRUE,8,"Mixed",460,1690,7712,25.5
"254",3000,FALSE,8,"None",448.25,1717.75,3823.75,12.75
"255",3000,TRUE,9,"Light",473.75,1530.75,8012.75,26.5
"256",3000,TRUE,9,"Heavy",461.75,1615.5,8527,28
"257",3000,TRUE,9,"Mixed",390,1263,9626.5,32.5
"258",3000,FALSE,9,"None",552.5,1270.5,11117.75,37.25
"259",3000,TRUE,10,"Light",461,1474.75,8461.5,29
"260",3000,TRUE,10,"Heavy",416.75,1392,9817.75,32.5
"261",3000,TRUE,10,"Mixed",225.25,1486.5,7620.5,25.5
"262",3000,FALSE,10,"None",456.75,1719,7401,23.75
"263",3000,TRUE,11,"Light",407.25,1899,5134.25,17
"264",3000,TRUE,11,"Heavy",433.75,1708.75,6064.75,20.25
"265",3000,TRUE,11,"Mixed",330,1640,7170.75,23.75
"266",3000,FALSE,11,"None",405,1677.75,5435,18.25
"267",3000,TRUE,12,"Light",370.75,1830.75,4037,14
"268",3000,TRUE,12,"Heavy",373.75,1975.75,4305.5,14.5
"269",3000,TRUE,12,"Mixed",405.25,1882,4518.75,15.5
"270",3000,FALSE,12,"None",366.75,1902.5,4413.75,15.25
"271",3000,TRUE,13,"Light",354.75,1985.5,2714.25,9.75
"272",3000,TRUE,13,"Heavy",324.5,1987,2173,8.75
"273",3000,TRUE,13,"Mixed",301.5,2140.25,2077.75,8
"274",3000,FALSE,13,"None",291,2086.25,2241.5,8.5
"275",3000,TRUE,14,"Light",356.75,1935.5,2603.5,9.75
"276",3000,TRUE,14,"Heavy",239.5,2237.25,1195.5,7
"277",3000,TRUE,14,"Mixed",241.75,2225,1236.75,5.75
"278",3000,FALSE,14,"None",251,2202,1519,6.25
"279",3000,TRUE,15,"Light",230.5,2276.5,844.75,4.75
"280",3000,TRUE,15,"Heavy",110.75,2421,51,2.25
"281",3000,TRUE,15,"Mixed",240.5,2256,1281.5,5.75
"282",3000,FALSE,15,"None",209.75,2303.25,833.75,4.5
"283",3000,TRUE,16,"Light",276.25,2115.25,1582.25,7
"284",3000,TRUE,16,"Heavy",209.5,2247,732.25,4.25
"285",3000,TRUE,16,"Mixed",163,2342.25,404,3
"286",3000,FALSE,16,"None",247.75,2155.75,1522.75,6.5
"287",3000,TRUE,17,"Light",174,2363.75,456.25,3.25
"288",3000,TRUE,17,"Heavy",200.25,2336.5,701,4.25
"289",3000,TRUE,17,"Mixed",125.5,2473,0,2.25
"290",3000,FALSE,17,"None",204.5,2342,644.25,4
"291",3000,TRUE,8,"Light",474.75,1846.5,3336.25,11.25
"292",3000,TRUE,8,"Heavy",428.5,1744.5,2903.75,10.5
"293",3000,TRUE,8,"Mixed",394.25,1793,3312.5,12
"294",3000,FALSE,8,"None",446.5,1753.75,3365.75,12.25
"295",3000,TRUE,9,"Light",493.75,1665.5,3868.25,13.5
"296",3000,TRUE,9,"Heavy",411.75,1896.25,3162.75,11.5
"297",3000,TRUE,9,"Mixed",469.75,1787.25,2954,10.75
"298",3000,FALSE,9,"None",349,1920.75,2811,10.5
"299",3000,TRUE,10,"Light",374.75,2066.5,3359.75,11.75
"300",3000,TRUE,10,"Heavy",335,2018.5,1792.75,8.75
"301",3000,TRUE,10,"Mixed",330,2083.75,1605.5,6.75
"302",3000,FALSE,10,"None",353,1969,2023.75,7.75
"303",3000,TRUE,11,"Light",353,1920.75,1895.5,7.5
"304",3000,TRUE,11,"Heavy",253,2131.75,1212.25,5.5
"305",3000,TRUE,11,"Mixed",298.5,2104.75,1265.5,5.75
"306",3000,FALSE,11,"None",317.75,2100.75,1680.5,7
"307",3000,TRUE,12,"Light",338.25,2092.75,1785.75,7.25
"308",3000,TRUE,12,"Heavy",253,2226,852.5,4.75
"309",3000,TRUE,12,"Mixed",227.25,2247,816.75,4.75
"310",3000,FALSE,12,"None",315.25,2129.75,1567,6.5
"311",3000,TRUE,13,"Light",267,2187.25,1273.25,5.75
"312",3000,TRUE,13,"Heavy",190.5,2334.75,512.25,3.75
"313",3000,TRUE,13,"Mixed",191,2343,561.25,4
"314",3000,FALSE,13,"None",279.75,2221.25,1349.25,5.75
"315",3000,TRUE,14,"Light",277.75,2058.5,1478.75,6
"316",3000,TRUE,14,"Heavy",183.25,2401.5,298.5,3
"317",3000,TRUE,14,"Mixed",163.5,2415.75,275.25,3
"318",3000,FALSE,14,"None",230.5,2277,782.25,5
"319",3000,TRUE,15,"Light",281.25,2184,1199.5,5.75
"320",3000,TRUE,15,"Heavy",142.5,2456.25,125.5,2.75
"321",3000,TRUE,15,"Mixed",137,2474.5,111.5,2.5
"322",3000,FALSE,15,"None",202.75,2316.25,564,3.75
"323",3000,TRUE,16,"Light",233,2234.5,842.75,4.5
"324",3000,TRUE,16,"Heavy",109.25,2430,130.5,2.75
"325",3000,TRUE,16,"Mixed",143,2464.25,106.5,2.75
"326",3000,FALSE,16,"None",183.75,2393,377,3.25
"327",3000,TRUE,17,"Light",207.5,2306.25,542.25,3.75
"328",3000,TRUE,17,"Heavy",130.25,2461,56.25,2.25
"329",3000,TRUE,17,"Mixed",143,2490,47,2.5
"330",3000,FALSE,17,"None",156.75,2421.25,196,2.75
"331",3000,TRUE,8,"Light",404.75,1882.5,2520.5,9.25
"332",3000,TRUE,8,"Heavy",354.25,1995.5,2150.25,8.25
"333",3000,TRUE,8,"Mixed",368.75,1938.75,2256.5,8.75
"334",3000,FALSE,8,"None",364.75,1947.5,2267.25,8.5
"335",3000,TRUE,9,"Light",345.75,1838.75,2264,8.75
"336",3000,TRUE,9,"Heavy",295.5,1918,2166.75,8.25
"337",3000,TRUE,9,"Mixed",352.5,1974.25,2060,8
"338",3000,FALSE,9,"None",372.25,2026.75,2368.5,9
"339",3000,TRUE,10,"Light",358.75,2037,1970.5,8
"340",3000,TRUE,10,"Heavy",353.5,2033,1712.5,7
"341",3000,TRUE,10,"Mixed",329,2087,1755,7.25
"342",3000,FALSE,10,"None",354.5,2060.25,1869,7.25
"343",3000,TRUE,11,"Light",357.25,2005,1828,7.25
"344",3000,TRUE,11,"Heavy",306.5,2127,1341.75,6.25
"345",3000,TRUE,11,"Mixed",288,2172.75,1222.75,5.75
"346",3000,FALSE,11,"None",341,2022,1950,7.5
"347",3000,TRUE,12,"Light",334.5,2050.25,1636.5,7
"348",3000,TRUE,12,"Heavy",234.5,2264,829,4.5
"349",3000,TRUE,12,"Mixed",249.75,2243.5,901.25,5
"350",3000,FALSE,12,"None",286.25,2091.5,1307.5,6
"351",3000,TRUE,13,"Light",255.5,2173.75,1234.5,5.5
"352",3000,TRUE,13,"Heavy",192.25,2375.5,395.5,3.5
"353",3000,TRUE,13,"Mixed",206.5,2309.25,580.75,4
"354",3000,FALSE,13,"None",301.25,2126.5,1400.25,6.25
"355",3000,TRUE,14,"Light",265.75,2202.5,1371.5,6
"356",3000,TRUE,14,"Heavy",154.25,2405.5,286.5,2.75
"357",3000,TRUE,14,"Mixed",195.25,2381.5,306,3
"358",3000,FALSE,14,"None",242.75,2227.75,1177.5,5.75
"359",3000,TRUE,15,"Light",225.5,2261.5,936.5,5
"360",3000,TRUE,15,"Heavy",139.25,2453.5,116.5,3
"361",3000,TRUE,15,"Mixed",161.75,2447,168,2.75
"362",3000,FALSE,15,"None",239.25,2252.75,814,4.75
"363",3000,TRUE,16,"Light",222.75,2282,750.5,4.25
"364",3000,TRUE,16,"Heavy",145.5,2466,96.25,2.5
"365",3000,TRUE,16,"Mixed",148.5,2470.75,98.5,2.25
"366",3000,FALSE,16,"None",180.25,2402,344.75,2.75
"367",3000,TRUE,17,"Light",180,2291.5,639.5,3.75
"368",3000,TRUE,17,"Heavy",144.25,2489,39.5,2
"369",3000,TRUE,17,"Mixed",141.75,2482.25,36.25,2.25
"370",3000,FALSE,17,"None",217.5,2300.5,681.25,3.75
"371",3000,TRUE,8,"Light",370.5,1938,2250.5,8.25
"372",3000,TRUE,8,"Heavy",389.25,1855.25,2172.25,8.25
"373",3000,TRUE,8,"Mixed",363.25,1982,2374.25,9
"374",3000,FALSE,8,"None",354.5,2043,2237.5,8.5
"375",3000,TRUE,9,"Light",366,2006.5,2054.5,8
"376",3000,TRUE,9,"Heavy",341,1867.75,2178.75,8.25
"377",3000,TRUE,9,"Mixed",350.75,2010.5,1994,7.75
"378",3000,FALSE,9,"None",378,1915,2088,8.25
"379",3000,TRUE,10,"Light",318.5,2076,1938.5,7.75
"380",3000,TRUE,10,"Heavy",347,2172.75,1736.25,7
"381",3000,TRUE,10,"Mixed",330.75,2063,1810.25,7.25
"382",3000,FALSE,10,"None",358.25,1938.25,2229.5,8.5
"383",3000,TRUE,11,"Light",353.75,2181.75,2164,8.25
"384",3000,TRUE,11,"Heavy",297.75,2165.5,1373.75,6.25
"385",3000,TRUE,11,"Mixed",283.5,2140.25,1431,6.75
"386",3000,FALSE,11,"None",348.25,2025.25,1725,7.25
"387",3000,TRUE,12,"Light",300.25,2153.5,1440,6.5
"388",3000,TRUE,12,"Heavy",239.5,2222.75,887.25,4.75
"389",3000,TRUE,12,"Mixed",239.75,2191.5,845.5,4.5
"390",3000,FALSE,12,"None",360.25,1971.25,1904.75,7.5
"391",500,TRUE,10,"Mixed",42,380.5,148.5,4.5
"392",500,FALSE,10,"None",42.25,365,135.25,4.25
"393",500,TRUE,11,"Light",32.5,395.75,83.25,3.75
"394",500,TRUE,11,"Heavy",33.5,392,96.25,3.75
"395",500,TRUE,11,"Mixed",34,395.25,83.5,3.5
"396",500,FALSE,11,"None",32.75,395.25,83,3.75
"397",500,TRUE,12,"Light",26.75,408.25,26.25,3
"398",500,TRUE,12,"Heavy",27.75,403,32.75,2.75
"399",500,TRUE,12,"Mixed",28.25,405.75,47.25,3.25
"400",500,FALSE,12,"None",27.25,406.25,31.25,2.75
"401",500,TRUE,13,"Light",25.25,413.75,20.75,2.5
"402",500,TRUE,13,"Heavy",25.25,413,17.25,2.5
"403",500,TRUE,13,"Mixed",21,420.25,3.25,2
"404",500,FALSE,13,"None",23.5,413.5,18.25,2.75
"405",500,TRUE,14,"Light",22.5,417.5,8.75,2.25
"406",500,TRUE,14,"Heavy",22.5,416,8.5,2.25
"407",500,TRUE,14,"Mixed",22.75,415.75,7.25,2.25
"408",500,FALSE,14,"None",21.5,418.25,8,2.25
"409",500,TRUE,15,"Light",22,417.75,5.5,1.75
"410",500,TRUE,15,"Heavy",21.75,419,4,2.25
"411",500,TRUE,15,"Mixed",21.5,419,4.5,2.25
"412",500,FALSE,15,"None",21.5,416.75,3.25,2
"413",500,TRUE,16,"Light",21.25,418,1.25,2
"414",500,TRUE,16,"Heavy",21.25,420,1,1.75
"415",500,TRUE,16,"Mixed",21.25,419.25,0.75,2.25
"416",500,FALSE,16,"None",21.5,419.25,1,1.75
"417",500,TRUE,17,"Light",21.25,420,0.5,1.75
"418",500,TRUE,17,"Heavy",21.25,420,0.5,1.75
"419",500,TRUE,17,"Mixed",21.25,420,0.5,1.75
"420",500,FALSE,17,"None",21,420,0.5,1.75
"421",3000,TRUE,13,"Light",307.25,2091,1411,6
"422",3000,TRUE,13,"Heavy",224.25,2306.25,618.25,4
"423",3000,TRUE,13,"Mixed",215.5,2335.25,534,3.5
"424",3000,FALSE,13,"None",265.5,2247.75,990.25,4.75
"425",3000,TRUE,14,"Light",230.25,2283.5,823,5
"426",3000,TRUE,14,"Heavy",197.5,2366.5,284.5,3
